

Microchip MPLAB XC8 Assembler V2.10 build 88905656 
                                                                                               Mon Feb 24 14:28:17 2020

Microchip MPLAB XC8 C Compiler v2.10 (Free license) build 20190730164152 Og1 
     1                           	processor	16F887
     2                           	opt	pw 120
     3                           	opt	flic
     4                           	psect	strings,global,class=STRING,delta=2
     5                           	psect	cinit,global,class=CODE,merge=1,delta=2
     6                           	psect	bssBANK0,global,class=BANK0,space=1,delta=1
     7                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1
     8                           	psect	cstackBANK0,global,class=BANK0,space=1,delta=1
     9                           	psect	maintext,global,class=CODE,split=1,delta=2
    10                           	psect	text1,local,class=CODE,merge=1,delta=2
    11                           	psect	text2,local,class=CODE,merge=1,delta=2
    12                           	psect	text3,local,class=CODE,merge=1,delta=2
    13                           	psect	text4,local,class=CODE,merge=1,delta=2,group=1
    14                           	psect	text5,local,class=CODE,merge=1,delta=2
    15                           	psect	text6,local,class=CODE,merge=1,delta=2,group=1
    16                           	psect	text7,local,class=CODE,merge=1,delta=2
    17                           	psect	text8,local,class=CODE,merge=1,delta=2
    18                           	psect	text9,local,class=CODE,merge=1,delta=2
    19                           	psect	text10,local,class=CODE,merge=1,delta=2
    20                           	psect	text11,local,class=CODE,merge=1,delta=2
    21                           	psect	text12,local,class=CODE,merge=1,delta=2
    22                           	psect	text13,local,class=CODE,merge=1,delta=2
    23                           	psect	text14,local,class=CODE,merge=1,delta=2
    24                           	psect	text15,local,class=CODE,merge=1,delta=2
    25                           	psect	text16,local,class=CODE,merge=1,delta=2
    26                           	psect	text17,local,class=CODE,merge=1,delta=2
    27                           	dabs	1,0x7E,2
    28  0000                     
    29                           ; Version 2.10
    30                           ; Generated 31/07/2019 GMT
    31                           ; 
    32                           ; Copyright © 2019, Microchip Technology Inc. and its subsidiaries ("Microchip")
    33                           ; All rights reserved.
    34                           ; 
    35                           ; This software is developed by Microchip Technology Inc. and its subsidiaries ("Microch
      +                          ip").
    36                           ; 
    37                           ; Redistribution and use in source and binary forms, with or without modification, are
    38                           ; permitted provided that the following conditions are met:
    39                           ; 
    40                           ;     1. Redistributions of source code must retain the above copyright notice, this lis
      +                          t of
    41                           ;        conditions and the following disclaimer.
    42                           ; 
    43                           ;     2. Redistributions in binary form must reproduce the above copyright notice, this 
      +                          list
    44                           ;        of conditions and the following disclaimer in the documentation and/or other
    45                           ;        materials provided with the distribution.
    46                           ; 
    47                           ;     3. Microchip's name may not be used to endorse or promote products derived from th
      +                          is
    48                           ;        software without specific prior written permission.
    49                           ; 
    50                           ; THIS SOFTWARE IS PROVIDED BY MICROCHIP "AS IS" AND ANY EXPRESS OR IMPLIED WARRANTIES,
    51                           ; INCLUDING, BUT NOT LIMITED TO, THE IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS F
      +                          OR
    52                           ; PURPOSE ARE DISCLAIMED.  IN NO EVENT SHALL MICROCHIP BE LIABLE FOR ANY DIRECT, INDIREC
      +                          T,
    53                           ; INCIDENTAL, SPECIAL, EXEMPLARY, OR CONSEQUENTIAL DAMAGES (INCLUDING BUT NOT LIMITED TO
    54                           ; PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES; LOSS OF USE, DATA OR PROFITS; OR BUSINESS
    55                           ; INTERRUPTION) HOWSOEVER CAUSED AND ON ANY THEORY OF LIABILITY, WHETHER IN CONTRACT, ST
      +                          RICT
    56                           ; LIABILITY, OR TORT (INCLUDING NEGLIGENCE OR OTHERWISE) ARISING IN ANY WAY OUT OF THE U
      +                          SE OF
    57                           ; THIS SOFTWARE, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.
    58                           ; 
    59                           ; 
    60                           ; Code-generator required, PIC16F887 Definitions
    61                           ; 
    62                           ; SFR Addresses
    63  0000                     	;# 
   762                           ;i2C_Master.c: 71:         Val_ADC = I2C_Master_Read(0);
   763  0727  3000               	movlw	0
   764  0728  00F0               	movwf	I2C_Master_Read@a
   765  0729  00F1               	movwf	I2C_Master_Read@a+1
   766  072A  120A  118A  2475  120A  118A  	fcall	_I2C_Master_Read
   767  072F  0870               	movf	?_I2C_Master_Read,w
   768  0730  1283               	bcf	3,5	;RP0=0, select bank0
   769  0731  1303               	bcf	3,6	;RP1=0, select bank0
   770  0732  00A9               	movwf	??_main
   771  0733  0829               	movf	??_main,w
   772  0734  00B4               	movwf	_Val_ADC
   773  0735                     l1318:	
   774                           
   775                           ;i2C_Master.c: 72:         I2C_Master_Stop();
   776  0735  120A  118A  2378  120A  118A  	fcall	_I2C_Master_Stop
   777  073A                     l1320:	
   778                           
   779                           ;i2C_Master.c: 73:         _delay((unsigned long)((10)*(8000000/4000.0)));
   780  073A  301A               	movlw	26
   781  073B  1283               	bcf	3,5	;RP0=0, select bank0
   782  073C  1303               	bcf	3,6	;RP1=0, select bank0
   783  073D  00AA               	movwf	??_main+1
   784  073E  30F7               	movlw	247
   785  073F  00A9               	movwf	??_main
   786  0740                     u457:	
   787  0740  0BA9               	decfsz	??_main,f
   788  0741  2F40               	goto	u457
   789  0742  0BAA               	decfsz	??_main+1,f
   790  0743  2F40               	goto	u457
   791  0744  2F45               	nop2
   792  0745                     l1322:	
   793                           
   794                           ;i2C_Master.c: 77:         I2C_Master_Start();
   795  0745  120A  118A  236F  120A  118A  	fcall	_I2C_Master_Start
   796  074A                     l1324:	
   797                           
   798                           ;i2C_Master.c: 78:         I2C_Master_Write(0x61);
   799  074A  3061               	movlw	97
   800  074B  00F0               	movwf	I2C_Master_Write@d
   801  074C  3000               	movlw	0
   802  074D  00F1               	movwf	I2C_Master_Write@d+1
   803  074E  120A  118A  2381  120A  118A  	fcall	_I2C_Master_Write
   804  0753                     l1326:	
   805                           
   806                           ;i2C_Master.c: 79:         PORTD = I2C_Master_Read(0);
   807  0753  3000               	movlw	0
   808  0754  00F0               	movwf	I2C_Master_Read@a
   809  0755  00F1               	movwf	I2C_Master_Read@a+1
   810  0756  120A  118A  2475  120A  118A  	fcall	_I2C_Master_Read
   811  075B  0870               	movf	?_I2C_Master_Read,w
   812  075C  1283               	bcf	3,5	;RP0=0, select bank0
   813  075D  1303               	bcf	3,6	;RP1=0, select bank0
   814  075E  0088               	movwf	8	;volatile
   815  075F                     l1328:	
   816                           
   817                           ;i2C_Master.c: 80:         I2C_Master_Stop();
   818  075F  120A  118A  2378  120A  118A  	fcall	_I2C_Master_Stop
   819  0764                     l1330:	
   820                           
   821                           ;i2C_Master.c: 81:         _delay((unsigned long)((10)*(8000000/4000.0)));
   822  0764  301A               	movlw	26
   823  0765  1283               	bcf	3,5	;RP0=0, select bank0
   824  0766  1303               	bcf	3,6	;RP1=0, select bank0
   825  0767  00AA               	movwf	??_main+1
   826  0768  30F7               	movlw	247
   827  0769  00A9               	movwf	??_main
   828  076A                     u467:	
   829  076A  0BA9               	decfsz	??_main,f
   830  076B  2F6A               	goto	u467
   831  076C  0BAA               	decfsz	??_main+1,f
   832  076D  2F6A               	goto	u467
   833  076E  2F6F               	nop2
   834  076F                     l1332:	
   835                           
   836                           ;i2C_Master.c: 83:         Val_Cont = PORTD;
   837  076F  1283               	bcf	3,5	;RP0=0, select bank0
   838  0770  1303               	bcf	3,6	;RP1=0, select bank0
   839  0771  0808               	movf	8,w	;volatile
   840  0772  00A9               	movwf	??_main
   841  0773  0829               	movf	??_main,w
   842  0774  00B3               	movwf	_Val_Cont
   843  0775                     l1334:	
   844                           
   845                           ;i2C_Master.c: 90:         voltaje_map = mapeo(Val_ADC, 255, 5);
   846  0775  30FF               	movlw	255
   847  0776  00A9               	movwf	??_main
   848  0777  0829               	movf	??_main,w
   849  0778  00F6               	movwf	mapeo@limPIC
   850  0779  3005               	movlw	5
   851  077A  00AA               	movwf	??_main+1
   852  077B  082A               	movf	??_main+1,w
   853  077C  00F7               	movwf	mapeo@limFisico
   854  077D  0834               	movf	_Val_ADC,w
   855  077E  120A  118A  2653  120A  118A  	fcall	_mapeo
   856  0783  1283               	bcf	3,5	;RP0=0, select bank0
   857  0784  1303               	bcf	3,6	;RP1=0, select bank0
   858  0785  00AB               	movwf	??_main+2
   859  0786  082B               	movf	??_main+2,w
   860  0787  00B2               	movwf	_voltaje_map
   861  0788                     l1336:	
   862                           
   863                           ;i2C_Master.c: 91:         LCD_CURSOR(2,1);
   864  0788  3002               	movlw	2
   865  0789  00F4               	movwf	LCD_CURSOR@a
   866  078A  3000               	movlw	0
   867  078B  00F5               	movwf	LCD_CURSOR@a+1
   868  078C  3001               	movlw	1
   869  078D  00F6               	movwf	LCD_CURSOR@b
   870  078E  3000               	movlw	0
   871  078F  00F7               	movwf	LCD_CURSOR@b+1
   872  0790  120A  118A  244C  120A  118A  	fcall	_LCD_CURSOR
   873  0795                     l1338:	
   874                           
   875                           ;i2C_Master.c: 92:         LCD_CHAR(uint_to_char(voltaje_map[0]));
   876  0795  1283               	bcf	3,5	;RP0=0, select bank0
   877  0796  1303               	bcf	3,6	;RP1=0, select bank0
   878  0797  0832               	movf	_voltaje_map,w
   879  0798  0084               	movwf	4
   880  0799  1383               	bcf	3,7	;select IRP bank0
   881  079A  0800               	movf	0,w
   882  079B  120A  118A  25C0  120A  118A  	fcall	_uint_to_char
   883  07A0  120A  118A  2398  120A  118A  	fcall	_LCD_CHAR
   884  07A5                     l1340:	
   885                           
   886                           ;i2C_Master.c: 93:         LCD_CHAR('.');
   887  07A5  302E               	movlw	46
   888  07A6  120A  118A  2398  120A  118A  	fcall	_LCD_CHAR
   889  07AB                     l1342:	
   890                           
   891                           ;i2C_Master.c: 94:         LCD_CHAR(uint_to_char(voltaje_map[1]));
   892  07AB  1283               	bcf	3,5	;RP0=0, select bank0
   893  07AC  1303               	bcf	3,6	;RP1=0, select bank0
   894  07AD  0832               	movf	_voltaje_map,w
   895  07AE  3E02               	addlw	2
   896  07AF  0084               	movwf	4
   897  07B0  1383               	bcf	3,7	;select IRP bank0
   898  07B1  0800               	movf	0,w
   899  07B2  120A  118A  25C0  120A  118A  	fcall	_uint_to_char
   900  07B7  120A  118A  2398  120A  118A  	fcall	_LCD_CHAR
   901  07BC                     l1344:	
   902                           
   903                           ;i2C_Master.c: 95:         LCD_CHAR(uint_to_char(voltaje_map[2]));
   904  07BC  1283               	bcf	3,5	;RP0=0, select bank0
   905  07BD  1303               	bcf	3,6	;RP1=0, select bank0
   906  07BE  0832               	movf	_voltaje_map,w
   907  07BF  3E04               	addlw	4
   908  07C0  0084               	movwf	4
   909  07C1  1383               	bcf	3,7	;select IRP bank0
   910  07C2  0800               	movf	0,w
   911  07C3  120A  118A  25C0  120A  118A  	fcall	_uint_to_char
   912  07C8  120A  118A  2398  120A  118A  	fcall	_LCD_CHAR
   913  07CD                     l1346:	
   914                           
   915                           ;i2C_Master.c: 96:         LCD_CHAR('V');
   916  07CD  3056               	movlw	86
   917  07CE  120A  118A  2398  120A  118A  	fcall	_LCD_CHAR
   918  07D3                     l1348:	
   919                           
   920                           ;i2C_Master.c: 98:         LCD_CURSOR(2,7);
   921  07D3  3002               	movlw	2
   922  07D4  00F4               	movwf	LCD_CURSOR@a
   923  07D5  3000               	movlw	0
   924  07D6  00F5               	movwf	LCD_CURSOR@a+1
   925  07D7  3007               	movlw	7
   926  07D8  00F6               	movwf	LCD_CURSOR@b
   927  07D9  3000               	movlw	0
   928  07DA  00F7               	movwf	LCD_CURSOR@b+1
   929  07DB  120A  118A  244C  120A  118A  	fcall	_LCD_CURSOR
   930  07E0                     l1350:	
   931                           
   932                           ;i2C_Master.c: 99:         LCD_CHAR(uint_to_char(Val_Cont));
   933  07E0  1283               	bcf	3,5	;RP0=0, select bank0
   934  07E1  1303               	bcf	3,6	;RP1=0, select bank0
   935  07E2  0833               	movf	_Val_Cont,w
   936  07E3  120A  118A  25C0  120A  118A  	fcall	_uint_to_char
   937  07E8  120A  118A  2398  120A  118A  	fcall	_LCD_CHAR
   938  07ED  2F19               	goto	l1312
   939  07EE  120A  118A  2800   	ljmp	start
   940  07F1                     __end_of_main:	
   941                           
   942                           	psect	text1
   943  05C0                     __ptext1:	
   944 ;; *************** function _uint_to_char *****************
   945 ;; Defined at:
   946 ;;		line 97 in file "Lib_LCD.c"
   947 ;; Parameters:    Size  Location     Type
   948 ;;  numero          1    wreg     unsigned char 
   949 ;; Auto vars:     Size  Location     Type
   950 ;;  numero          1    2[COMMON] unsigned char 
   951 ;;  numChr          1    3[COMMON] unsigned char 
   952 ;; Return value:  Size  Location     Type
   953 ;;                  1    wreg      unsigned char 
   954 ;; Registers used:
   955 ;;		wreg, fsr0l, fsr0h, status,2, status,0
   956 ;; Tracked objects:
   957 ;;		On entry : 0/0
   958 ;;		On exit  : 0/0
   959 ;;		Unchanged: 0/0
   960 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
   961 ;;      Params:         0       0       0       0       0
   962 ;;      Locals:         2       0       0       0       0
   963 ;;      Temps:          2       0       0       0       0
   964 ;;      Totals:         4       0       0       0       0
   965 ;;Total ram usage:        4 bytes
   966 ;; Hardware stack levels used:    1
   967 ;; This function calls:
   968 ;;		Nothing
   969 ;; This function is called by:
   970 ;;		_main
   971 ;; This function uses a non-reentrant model
   972 ;;
   973                           
   974                           
   975                           ;psect for function _uint_to_char
   976  05C0                     _uint_to_char:	
   977                           
   978                           ;incstack = 0
   979                           ; Regs used in _uint_to_char: [wreg-fsr0h+status,2+status,0]
   980                           ;uint_to_char@numero stored from wreg
   981  05C0  00F2               	movwf	uint_to_char@numero
   982  05C1                     l1262:	
   983                           
   984                           ;Lib_LCD.c: 99:     switch (numero){
   985  05C1  2E17               	goto	l1298
   986  05C2                     l1264:	
   987                           
   988                           ;Lib_LCD.c: 101:             numChr = 48;
   989  05C2  3030               	movlw	48
   990  05C3  00F0               	movwf	??_uint_to_char
   991  05C4  0870               	movf	??_uint_to_char,w
   992  05C5  00F3               	movwf	uint_to_char@numChr
   993                           
   994                           ;Lib_LCD.c: 102:             break;
   995  05C6  2E51               	goto	l1300
   996  05C7                     l1266:	
   997                           
   998                           ;Lib_LCD.c: 104:             numChr = 49;
   999  05C7  3031               	movlw	49
  1000  05C8  00F0               	movwf	??_uint_to_char
  1001  05C9  0870               	movf	??_uint_to_char,w
  1002  05CA  00F3               	movwf	uint_to_char@numChr
  1003                           
  1004                           ;Lib_LCD.c: 105:             break;
  1005  05CB  2E51               	goto	l1300
  1006  05CC                     l1268:	
  1007                           
  1008                           ;Lib_LCD.c: 107:             numChr = 50;
  1009  05CC  3032               	movlw	50
  1010  05CD  00F0               	movwf	??_uint_to_char
  1011  05CE  0870               	movf	??_uint_to_char,w
  1012  05CF  00F3               	movwf	uint_to_char@numChr
  1013                           
  1014                           ;Lib_LCD.c: 108:             break;
  1015  05D0  2E51               	goto	l1300
  1016  05D1                     l1270:	
  1017                           
  1018                           ;Lib_LCD.c: 110:             numChr = 51;
  1019  05D1  3033               	movlw	51
  1020  05D2  00F0               	movwf	??_uint_to_char
  1021  05D3  0870               	movf	??_uint_to_char,w
  1022  05D4  00F3               	movwf	uint_to_char@numChr
  1023                           
  1024                           ;Lib_LCD.c: 111:             break;
  1025  05D5  2E51               	goto	l1300
  1026  05D6                     l1272:	
  1027                           
  1028                           ;Lib_LCD.c: 113:             numChr = 52;
  1029  05D6  3034               	movlw	52
  1030  05D7  00F0               	movwf	??_uint_to_char
  1031  05D8  0870               	movf	??_uint_to_char,w
  1032  05D9  00F3               	movwf	uint_to_char@numChr
  1033                           
  1034                           ;Lib_LCD.c: 114:             break;
  1035  05DA  2E51               	goto	l1300
  1036  05DB                     l1274:	
  1037                           
  1038                           ;Lib_LCD.c: 116:             numChr = 53;
  1039  05DB  3035               	movlw	53
  1040  05DC  00F0               	movwf	??_uint_to_char
  1041  05DD  0870               	movf	??_uint_to_char,w
  1042  05DE  00F3               	movwf	uint_to_char@numChr
  1043                           
  1044                           ;Lib_LCD.c: 117:             break;
  1045  05DF  2E51               	goto	l1300
  1046  05E0                     l1276:	
  1047                           
  1048                           ;Lib_LCD.c: 119:             numChr = 54;
  1049  05E0  3036               	movlw	54
  1050  05E1  00F0               	movwf	??_uint_to_char
  1051  05E2  0870               	movf	??_uint_to_char,w
  1052  05E3  00F3               	movwf	uint_to_char@numChr
  1053                           
  1054                           ;Lib_LCD.c: 120:             break;
  1055  05E4  2E51               	goto	l1300
  1056  05E5                     l1278:	
  1057                           
  1058                           ;Lib_LCD.c: 122:             numChr = 55;
  1059  05E5  3037               	movlw	55
  1060  05E6  00F0               	movwf	??_uint_to_char
  1061  05E7  0870               	movf	??_uint_to_char,w
  1062  05E8  00F3               	movwf	uint_to_char@numChr
  1063                           
  1064                           ;Lib_LCD.c: 123:             break;
  1065  05E9  2E51               	goto	l1300
  1066  05EA                     l1280:	
  1067                           
  1068                           ;Lib_LCD.c: 125:             numChr = 56;
  1069  05EA  3038               	movlw	56
  1070  05EB  00F0               	movwf	??_uint_to_char
  1071  05EC  0870               	movf	??_uint_to_char,w
  1072  05ED  00F3               	movwf	uint_to_char@numChr
  1073                           
  1074                           ;Lib_LCD.c: 126:             break;
  1075  05EE  2E51               	goto	l1300
  1076  05EF                     l1282:	
  1077                           
  1078                           ;Lib_LCD.c: 128:             numChr = 57;
  1079  05EF  3039               	movlw	57
  1080  05F0  00F0               	movwf	??_uint_to_char
  1081  05F1  0870               	movf	??_uint_to_char,w
  1082  05F2  00F3               	movwf	uint_to_char@numChr
  1083                           
  1084                           ;Lib_LCD.c: 129:             break;
  1085  05F3  2E51               	goto	l1300
  1086  05F4                     l1284:	
  1087                           
  1088                           ;Lib_LCD.c: 131:             numChr = 65;
  1089  05F4  3041               	movlw	65
  1090  05F5  00F0               	movwf	??_uint_to_char
  1091  05F6  0870               	movf	??_uint_to_char,w
  1092  05F7  00F3               	movwf	uint_to_char@numChr
  1093                           
  1094                           ;Lib_LCD.c: 132:             break;
  1095  05F8  2E51               	goto	l1300
  1096  05F9                     l1286:	
  1097                           
  1098                           ;Lib_LCD.c: 134:             numChr = 66;
  1099  05F9  3042               	movlw	66
  1100  05FA  00F0               	movwf	??_uint_to_char
  1101  05FB  0870               	movf	??_uint_to_char,w
  1102  05FC  00F3               	movwf	uint_to_char@numChr
  1103                           
  1104                           ;Lib_LCD.c: 135:             break;
  1105  05FD  2E51               	goto	l1300
  1106  05FE                     l1288:	
  1107                           
  1108                           ;Lib_LCD.c: 137:             numChr = 67;
  1109  05FE  3043               	movlw	67
  1110  05FF  00F0               	movwf	??_uint_to_char
  1111  0600  0870               	movf	??_uint_to_char,w
  1112  0601  00F3               	movwf	uint_to_char@numChr
  1113                           
  1114                           ;Lib_LCD.c: 138:             break;
  1115  0602  2E51               	goto	l1300
  1116  0603                     l1290:	
  1117                           
  1118                           ;Lib_LCD.c: 140:             numChr = 68;
  1119  0603  3044               	movlw	68
  1120  0604  00F0               	movwf	??_uint_to_char
  1121  0605  0870               	movf	??_uint_to_char,w
  1122  0606  00F3               	movwf	uint_to_char@numChr
  1123                           
  1124                           ;Lib_LCD.c: 141:             break;
  1125  0607  2E51               	goto	l1300
  1126  0608                     l1292:	
  1127                           
  1128                           ;Lib_LCD.c: 143:             numChr = 69;
  1129  0608  3045               	movlw	69
  1130  0609  00F0               	movwf	??_uint_to_char
  1131  060A  0870               	movf	??_uint_to_char,w
  1132  060B  00F3               	movwf	uint_to_char@numChr
  1133                           
  1134                           ;Lib_LCD.c: 144:             break;
  1135  060C  2E51               	goto	l1300
  1136  060D                     l1294:	
  1137                           
  1138                           ;Lib_LCD.c: 146:             numChr = 70;
  1139  060D  3046               	movlw	70
  1140  060E  00F0               	movwf	??_uint_to_char
  1141  060F  0870               	movf	??_uint_to_char,w
  1142  0610  00F3               	movwf	uint_to_char@numChr
  1143                           
  1144                           ;Lib_LCD.c: 147:             break;
  1145  0611  2E51               	goto	l1300
  1146  0612                     l1296:	
  1147                           
  1148                           ;Lib_LCD.c: 149:             numChr = 214;
  1149  0612  30D6               	movlw	214
  1150  0613  00F0               	movwf	??_uint_to_char
  1151  0614  0870               	movf	??_uint_to_char,w
  1152  0615  00F3               	movwf	uint_to_char@numChr
  1153                           
  1154                           ;Lib_LCD.c: 150:     }
  1155  0616  2E51               	goto	l1300
  1156  0617                     l1298:	
  1157  0617  0872               	movf	uint_to_char@numero,w
  1158  0618  00F0               	movwf	??_uint_to_char
  1159  0619  01F1               	clrf	??_uint_to_char+1
  1160                           
  1161                           ; Switch on 2 bytes has been partitioned into a top level switch of size 1, and 1 sub-sw
      +                          itches
  1162                           ; Switch size 1, requested type "simple"
  1163                           ; Number of cases is 1, Range of values is 0 to 0
  1164                           ; switch strategies available:
  1165                           ; Name         Instructions Cycles
  1166                           ; simple_byte            4     3 (average)
  1167                           ; direct_byte           11     8 (fixed)
  1168                           ; jumptable            260     6 (fixed)
  1169                           ;	Chosen strategy is simple_byte
  1170  061A  0871               	movf	??_uint_to_char+1,w
  1171  061B  3A00               	xorlw	0	; case 0
  1172  061C  1903               	skipnz
  1173  061D  2E1F               	goto	l1376
  1174  061E  2E12               	goto	l1296
  1175  061F                     l1376:	
  1176                           
  1177                           ; Switch size 1, requested type "simple"
  1178                           ; Number of cases is 16, Range of values is 0 to 15
  1179                           ; switch strategies available:
  1180                           ; Name         Instructions Cycles
  1181                           ; simple_byte           49    25 (average)
  1182                           ; direct_byte           56     8 (fixed)
  1183                           ; jumptable            260     6 (fixed)
  1184                           ;	Chosen strategy is simple_byte
  1185  061F  0870               	movf	??_uint_to_char,w
  1186  0620  3A00               	xorlw	0	; case 0
  1187  0621  1903               	skipnz
  1188  0622  2DC2               	goto	l1264
  1189  0623  3A01               	xorlw	1	; case 1
  1190  0624  1903               	skipnz
  1191  0625  2DC7               	goto	l1266
  1192  0626  3A03               	xorlw	3	; case 2
  1193  0627  1903               	skipnz
  1194  0628  2DCC               	goto	l1268
  1195  0629  3A01               	xorlw	1	; case 3
  1196  062A  1903               	skipnz
  1197  062B  2DD1               	goto	l1270
  1198  062C  3A07               	xorlw	7	; case 4
  1199  062D  1903               	skipnz
  1200  062E  2DD6               	goto	l1272
  1201  062F  3A01               	xorlw	1	; case 5
  1202  0630  1903               	skipnz
  1203  0631  2DDB               	goto	l1274
  1204  0632  3A03               	xorlw	3	; case 6
  1205  0633  1903               	skipnz
  1206  0634  2DE0               	goto	l1276
  1207  0635  3A01               	xorlw	1	; case 7
  1208  0636  1903               	skipnz
  1209  0637  2DE5               	goto	l1278
  1210  0638  3A0F               	xorlw	15	; case 8
  1211  0639  1903               	skipnz
  1212  063A  2DEA               	goto	l1280
  1213  063B  3A01               	xorlw	1	; case 9
  1214  063C  1903               	skipnz
  1215  063D  2DEF               	goto	l1282
  1216  063E  3A03               	xorlw	3	; case 10
  1217  063F  1903               	skipnz
  1218  0640  2DF4               	goto	l1284
  1219  0641  3A01               	xorlw	1	; case 11
  1220  0642  1903               	skipnz
  1221  0643  2DF9               	goto	l1286
  1222  0644  3A07               	xorlw	7	; case 12
  1223  0645  1903               	skipnz
  1224  0646  2DFE               	goto	l1288
  1225  0647  3A01               	xorlw	1	; case 13
  1226  0648  1903               	skipnz
  1227  0649  2E03               	goto	l1290
  1228  064A  3A03               	xorlw	3	; case 14
  1229  064B  1903               	skipnz
  1230  064C  2E08               	goto	l1292
  1231  064D  3A01               	xorlw	1	; case 15
  1232  064E  1903               	skipnz
  1233  064F  2E0D               	goto	l1294
  1234  0650  2E12               	goto	l1296
  1235  0651                     l1300:	
  1236                           
  1237                           ;Lib_LCD.c: 151:     return(numChr);
  1238  0651  0873               	movf	uint_to_char@numChr,w
  1239  0652                     l131:	
  1240  0652  0008               	return
  1241  0653                     __end_of_uint_to_char:	
  1242                           
  1243                           	psect	text2
  1244  03C1                     __ptext2:	
  1245 ;; *************** function _setup *****************
  1246 ;; Defined at:
  1247 ;;		line 108 in file "i2C_Master.c"
  1248 ;; Parameters:    Size  Location     Type
  1249 ;;		None
  1250 ;; Auto vars:     Size  Location     Type
  1251 ;;		None
  1252 ;; Return value:  Size  Location     Type
  1253 ;;                  1    wreg      void 
  1254 ;; Registers used:
  1255 ;;		wreg, status,2, status,0, pclath, cstack
  1256 ;; Tracked objects:
  1257 ;;		On entry : 0/0
  1258 ;;		On exit  : 0/0
  1259 ;;		Unchanged: 0/0
  1260 ;; Data sizes:     COMMON   BANK0   BANK1   BANK3   BANK2
  1261 ;;      Params:         0       0       0       0       0
  1262 ;;      Locals:         0       0       0       0       0
  1263 ;;      Temps:          0       0       0       0       0
  1264 ;;      Totals:         0       0       0       0       0
  1265 ;;Total ram usage:        0 bytes
  1266 ;; Hardware stack levels used:    1
  1267 ;; Hardware stack levels required when called:    2
  1268 ;; This function calls:
  1269 ;;		_I2C_Master_Init
  1270 ;; This function is called by:
  1271 ;;		_main
  1272 ;; This function uses a non-reentrant model
  1273 ;;
  1274                           
  1275                           
  1276                           ;psect for function _setup
  1277  03C1                     _setup:	
  1278  03C1                     l1154:	
  1279                           ;incstack = 0
  1280                           ; Regs used in _setup: [wreg+status,2+status,0+pclath+cstack]
  1281                           
  1282                           
  1283                           ;i2C_Master.c: 109:     ANSEL = 0;
  1284  03C1  1683               	bsf	3,5	;RP0=1, select bank3
  1285  03C2  1703               	bsf	3,6	;RP1=1, select bank3
  1286  03C3  0188               	clrf	8	;volatile
  1287                           
  1288                           ;i2C_Master.c: 110:     ANSELH = 0;
  1289  03C4  0189               	clrf	9	;volatile
  1290  03C5                     l1156:	
  1291                           
  1292                           ;i2C_Master.c: 112:     TRISAbits.TRISA3 = 0;
  1293  03C5  1683               	bsf	3,5	;RP0=1, select bank1
  1294  03C6  1303               	bcf	3,6	;RP1=0, select bank1
  1295  03C7  1185               	bcf	5,3	;volatile
  1296  03C8                     l1158:	
  1297                           
  1298                           ;i2C_Master.c: 113:     TRISAbits.TRISA4 = 0;
  1299  03C8  1205               	bcf	5,4	;volatile
  1300                           
  1301                           ;i2C_Master.c: 114:     TRISB = 0;
  1302  03C9  0186               	clrf	6	;volatile
  1303                           
  1304                           ;i2C_Master.c: 115:     TRISD = 0;
  1305  03CA  0188               	clrf	8	;volatile
  1306                           
  1307                           ;i2C_Master.c: 118:     PORTA = 0;
  1308  03CB  1283               	bcf	3,5	;RP0=0, select bank0
  1309  03CC  1303               	bcf	3,6	;RP1=0, select bank0
  1310  03CD  0185               	clrf	5	;volatile
  1311                           
  1312                           ;i2C_Master.c: 119:     PORTB = 0;
  1313  03CE  0186               	clrf	6	;volatile
  1314                           
  1315                           ;i2C_Master.c: 120:     PORTD = 0;
  1316  03CF  0188               	clrf	8	;volatile
  1317  03D0                     l1160:	
  1318                           
  1319                           ;i2C_Master.c: 122:     I2C_Master_Init(100000);
  1320  03D0  3000               	movlw	0
  1321  03D1  00A3               	movwf	I2C_Master_Init@c+3
  1322  03D2  3001               	movlw	1
  1323  03D3  00A2               	movwf	I2C_Master_Init@c+2
  1324  03D4  3086               	movlw	134
  1325  03D5  00A1               	movwf	I2C_Master_Init@c+1
  1326  03D6  30A0               	movlw	160
  1327  03D7  00A0               	movwf	I2C_Master_Init@c
  1328  03D8  120A  118A  24A3  120A  118A  	fcall	_I2C_Master_Init
  1329  03DD                     l61:	
  1330  03DD  0008               	return
  1331  03DE                     __end_of_setup:	
  1332                           
  1333                           	psect	text3
  1334  04A3                     __ptext3:	
  1335 ;; *************** function _I2C_Master_Init *****************
  1336 ;; Defined at:
  1337 ;;		line 16 in file "I2C.c"
  1338 ;; Parameters:    Size  Location     Type
  1339 ;;  c               4    0[BANK0 ] const unsigned long 
  1340 ;; Auto vars:     Size  Location     Type
  1341 ;;		None
  1342 ;; Return value:  Size  Location     Type
  1343 ;;                  1    wreg      void 
  1344 ;; Registers used:
  1345 ;;		wreg, status,2, status,0, pclath, cstack
